ASW		91	false	Canada	Air Southwest Ltd.	AIRSOUTHWEST	
ASX		92	false	Czech Republic	Air Special	AIRSPEC	
AEB	EM	93	true	Benin	Aero Benin	AEROBEN	
AEC		94	false	AEROCESAR	Aerocesar	 Aerovias Del Cesar	
AED		95	false	Russia	Aerotrans Airlines		
AEE	A3	96	true	Greece	Aegean Airlines	AEGEAN	
AEG		97	false	Chile	Aerofumigaciones Sam	FUMIGACIONES SAM	
AEI		98	false	Colombia	Aeroexpreso Interamericano	INTERAM	
AEJ		99	false	Tanzania	Air Express	KHAKI EXPRESS	
AEK		100	false	Bolivia	Aerocon	AEROCON	
AEM		101	false	Spain	Aero Madrid	AEROMADRID	
AEN		102	false	Mexico	Aeroenlaces Nacionales		
AEO		103	false	Mexico	Aeroservicios Ejecutivos Del Occidente	AERO OCCIDENTE	
AEP		104	false	Spain	Aerotec	AEROTEC	
AAG	KI	105	false	United Kingdom	Air Atlantique	ATLANTIC	
AEL	PE	106	true	Italy	Air Europe	AIR EUROPE	
AAJ		107	false	Canada	Air Alma	AIR ALMA	
AEQ		108	false	Sweden	Air Express	LUNA	
AER	KO	109	true	United States	Alaska Central Express	ACE AIR	
AES		110	true	Colombia	ACES Colombia	ACES	
AET		111	false	Thailand	Aeronautical Radio of Thailand	AEROTHAI	
AEU	5W	112	true	United Kingdom	Astraeus	FLYSTAR	
AEV		113	false	Mexico	Aeroventas	AEROVENTAS	
AEW	VV	114	true	Ukraine	Aerosvit Airlines	AEROSVIT	
AEX		115	false	United States	Airway Express	AVCO	
AEY	I9	116	true	Italy	Air Italy	AIR ITALY	
AEZ		117	false	United States	Aerial Transit Company	AERIAL TRANZ	
AFA		118	false	Czech Republic	Alfa Air	BLUE ALFA	
AFB	WK	119	false	Argentina	American Falcon	AMERICAN FALCON	
UTY	QQ	120	true	Australia	Alliance Airlines	UNITY	
UVS		121	false	Sierra Leone	Air Universal	UNI-LEONE	
UVT		122	false	Indonesia	Auvia Air	AUVIA	
AFC		123	false	Senegal	African West Air	AFRICAN WEST	
AFE		124	false	Indonesia	Airfast Indonesia	AIRFAST	
AFG	FG	125	true	Afghanistan	Ariana Afghan Airlines	ARIANA	
AFH		126	false	Canada	Air Fecteau	FECTO	
AFI		127	false	Uganda	Africaone	AFRICAWORLD	
AFJ		128	false	Uganda	Alliance	JAMBO	
AFK		129	false	Sierra Leone	Africa Air Links	AFRICA LINKS	
AFL	SU	130	true	Russia	Aeroflot Russian Airlines	AEROFLOT	
AFO		131	false	Mexico	Aero Empresa Mexicana	AERO EMPRESA	
BON	JA	132	true	Bosnia and Herzegovina	Air Bosna	AIR BOSNA	
BRF		133	false	Uganda	Air Bravo	AIR BRAVO	
BRL		134	false	Canada	Air Brasd'or	BRASD'OR	
BRM		135	false	Canada	Air 500	BOOMERANG	
AFQ		136	false	Italy	Alba Servizi Aerotrasporti	ALBA	
AFR	AF	137	true	France	Air France	AIRFRANS	
ACG		138	false	United Kingdom	Air Partner	AIR PARTNER	
ACI	SB	139	true	France	Air Caledonie International	AIRCALIN	
ACM		140	false	Canada	Air Caledonia	WEST CAL	
AGM		141	false	United States	Air Guam	AIR GUAM	
AGN	GN	142	false	Gabon	Air Gabon	GOLF NOVEMBER	
AFS		143	false	United Kingdom	Air Data		
AFV		144	false	Ivory Coast	Air Afrique Vacancies	AFRIQUE VACANCE	
MVM		145	false	United States	Air Cargo America	PEGASUS	
	2O	146	true	Sierra Leone	Air Salone		
NGO		147	false	Angola	Air-Angol	AIR ANGOL	
NGP		148	false	Nigeria	Air Nigeria	REGAL EAGLE	
SNC	2Q	149	true	United States	Air Cargo Carriers	NIGHT CARGO	
SND		150	false	Uzbekistan	Air Samarkand	ARSAM	
SNG	V7	151	false	Senegal	Air Senegal International	AIR SENEGAL	
SNY		152	false	Canada	Air Sandy	AIR SANDY	
NMB	SW	153	true	Namibia	Air Namibia	NAMIBIA	
NSK		154	false	Greece	Air Intersalonika	INTERSALONIKA	
NTL		155	false	Turkey	Air Anatolia	AIR ANATOLIA	
SGA		156	false	Vietnam	Air Saigon	AIR SAIGON	
AFW		157	false	Ivory Coast	Afrique Regional Airways	AFRAIR	
AFX		158	false	United Kingdom	Airfreight Express	 	
AFY		159	false	Nigeria	Africa Chartered Services	AFRICA CHARTERED	
AFZ		160	false	Zambia	Africa Freight Services	AFREIGHT	
AGA		161	false	Venezuela	Aeronaves Del Centro		
AGB	G8	162	false	Gabon	Air Service Gabon		
AGC		163	false	Egypt	Arab Agricultural Aviation Company	AGRICO	
AGF		164	false	United States	Atlantic Gulf Airlines	ATLANTIC GULF	
SLI	5D	165	true	Mexico	Aerolitoral	COSTERA	
AGG		166	false	Canada	Algoma Airways	ALGOMA	
AGH		167	false	France	Altagna	ALTAGNA	
AGO		168	false	Angola	Angola Air Charter	ANGOLA CHARTER	
AGO		169	false	Angola	Angola Air Charter	ANGOLA CHARTER	
AGP		170	false	Ireland	AERFI Group	AIR TARA	
AGQ		171	false	Chile	Aerogala	GALASERVICE	
AGT	1A	172	false	Spain	Amadeus Global Travel Distribution	AMADEUS	
AGU		173	false	Russia	Angara Airlines	SARMA	
AGV	7T	174	true	Switzerland	Air Glaciers	AIR GLACIERS	
AGW		175	false	Gambia	Aero Gambia	AERO GAMBIA	
AGX		176	true	Serbia	Aviogenex	GENEX	
BLR		177	false	United States	Atlantic Coast Airlines	BLUE RIDGE	
BLZ		178	false	Mexico	Aero Barloz	AEROLOZ	
PLI	PL	179	true	Peru	Aeroper	Aeroperu	
BMM	8A	180	true	Morocco	Atlas Blue	ATLAS BLUE	
BNB		181	false	Mexico	Aero Banobras	AEROBANOBRAS	
AGY		182	false	United States	Aero Flight Service	FLIGHT GROUP	
AGZ		183	false	Slovakia	Agrolet-Mci	AGROLET	
AHA	GD	184	false	Denmark	Air Alpha Greenland	AIR ALPHA	
AHC		185	false	Azerbaijan	Azal Avia Cargo	AZALAVIACARGO	
AHE		186	false	AIRPORT HELICOPTER	Airport Helicopter Basel	 Muller & Co.	
CJE		187	false	France	Aeroservices Corporate	BIRD JET	
AHF		188	false	United States	Aspen Helicopters	ASPEN	
AHG		189	false	Dominican Republic	Aerochago Airlines	AEROCHAGO	
AHH		190	false	Ireland	Airplanes Holdings	AIRHOLD	
AHK	LD	191	false	Hong Kong	Air Hong Kong	AIR HONG KONG	
AHP		192	false	Mexico	Aerochiapas	AEROCHIAPAS	
AHR		193	false	Croatia	Air Adriatic	ADRIATIC	
AHS		194	false	Italy	Air Viggi San Raffaele	AIRSAR	
AHU		195	false	Hungary	ABC Air Hungary	ABC HUNGARY	
AHW	HT	196	false	Ukraine	Aeromist-Kharkiv	AEROMIST	
AHY	J2	197	true	Azerbaijan	Azerbaijan Airlines	AZAL	
AIA	U3	198	true	Estonia	Avies	AVIES	
AIB	AP	199	false	France	Airbus Industrie	AIRBUS INDUSTRIE	
AIH		200	false	Chile	Alpine Air Chile	ALPINE CHILE	
AII		201	false	Canada	Air Integra	INTEGRA	
AIJ		202	false	Mexico	ABC Aerolineas	ABC AEROLINEAS	
AIK		203	false	Kenya	African Airlines International Limited	AFRICAN AIRLINES	
AIN		204	false	Swaziland	African International Airways	FLY CARGO	
AIP	5A	205	false	United States	Alpine Air Express	ALPINE AIR	
AIU		206	false	Spain	Alicante Internacional Airlines	ALIA	
ABP		207	false	Czech Republic	Aba Air	BAIR	
ABQ	ED	208	true	Pakistan	Airblue	PAKBLUE	
THM		209	false	Thailand	Airmark Aviation	THAI AIRMARK	
AIR		210	true	United States	Airlift International	AIRLIFT	
AIT		211	false	Estonia	Airest	 	
BFF		212	false	Canada	Air Baffin	AIR BAFFIN	
BDM		213	false	Ivory Coast	Air Bandama	BANDAMA	
BER	AB	214	true	Germany	Air Berlin	AIR BERLIN	
ABT		215	false	Canada	Air Brousse	AIR BROUSSE	
ABR	AG	216	false	Ireland	Air Contractors	CONTRACT	
AIL		217	false	United States	Air Illinois	AIR ILLINOIS	
AIC	AI	218	true	India	Air India Limited	AIRINDIA	
AIG		219	false	Gabon	Air Inter Gabon	 	
BUB	ZB	220	true	Reunion	Air Bourbon	BOURBON	
ABD	CC	221	true	Iceland	Air Atlanta Icelandic	ATLANTA	
AIE		222	false	Canada	Air Inuit	AIR INUIT	
AIS		223	false	Spain	Air Sureste	SURESTE	
SBK	RB	224	false	Bosnia and Herzegovina	Air Srpska	Air Srpska	
THT	TN	225	true	France	Air Tahiti Nui	TAHITI AIRLINES	
AIV		226	false	Brazil	Airvias S/A Linhas Aereas	AIRVIAS	
BES	W4	227	false	France	Aero Services Executive	BIRD EXPRESS	
AIW		228	false	Canada	Atlantic Island Airways	TARTAN	
AIX		229	false	Australia	Aircruising Australia	CRUISER	
AIY		230	false	Australia	Aircrew Check and Training Australia	AIRCREW	
AIZ	IZ	231	true	Israel	Arkia Israel Airlines	ARKIA	
AJA		232	false	United Kingdom	A J Services	AYJAY SERVICES	
AJB		233	false	Mexico	Aero JBR	AERO JBR	
AJE		234	false	Mexico	Aero Jet Express	JET EXPRESS	
AJF		235	false	Austria	Avia Consult Flugbetriebs	AVIACONSULT	
AJI		236	false	United States	Ameristar Jet Charter	AMERISTAR	
AJJ		237	false	United States	A2 Jet Leasing	ATLANTIC JET	
AJK		238	false	Nigeria	Allied Air	BAMBI	
AJM	JM	239	true	Jamaica	Air Jamaica	JAMAICA	
ADH	AP	240	true	Italy	Air One	HERON	
RSH	S2	241	true	India	Air Sahara	SAHARA	
AMC	KM	242	true	Malta	Air Malta	AIR MALTA	
AJO		243	false	Mexico	Aeroejecutivo	AEROEXO	
AJP		244	false	Mexico	Aero Jets Corporativos	AEROJETS	
AJS		245	false	Colombia	Aeroejecutivos Colombia	AEROEJECUTIVOS	
AJT	M6	246	false	United States	Amerijet International	AMERIJET	
AJU		247	false	Portugal	Air Jetsul	AIRJETSUL	
AJV		248	false	Japan	ANA & JP Express	AYJAY CARGO	
AJW		249	false	United States	Alpha Jet International	ALPHAJET	
AJX	NQ	250	true	Japan	Air Japan	AIR JAPAN	
AJY		251	false	Cyprus	Ajet	AYJET	
AKA		252	true	Republic of Korea	Air Korea Co. Ltd.		
LIV		253	false	Estonia	Air Livonia	LIVONIA	
ABL		254	false	Canada	Air BC	AIRCOACH	
ABN		255	false	Senegal	Air Fret Senegal	 	
LJA		256	false	Libya	Air Jamahiriya Company	AIR JAMAHIRIYA	
AKB		257	false	Kazakhstan	Aktjubavia	KARAB	
AKC		258	false	Colombia	Arca Aerovias Colombianas Ltda.	ARCA	
AKF		259	false	Kyrgyzstan	Anikay Air Company	ANIKAY	
AKH		260	false	Turkmenistan	Akhal	AKHAL	
MNI		261	false	Mexico	Aeromilenio	AEROMIL	
AKK		262	false	Canada	Aklak Air	AKLAK	
AKL	4A	263	true	Kiribati	Air Kiribati		
AKN		264	false	Canada	Alkan Air	ALKAN AIR	
AKW		265	false	Cambodia	Angkor Airways	ANGKORWAYS	
AKX	EH	266	false	Japan	Air Nippon Network Co. Ltd.	ALFA WING	
AKZ		267	false	Kazakhstan	AK Navigator LLC	ABSOLUTE	
ALB		268	false	Mexico	Aero Albatros	ALBATROS	
ALD		269	false	United Kingdom	Albion Aviation	ALBION	
ALE		270	false	Colombia	Aeroalas Colombia	AEROALAS	
ALF		271	false	Belgium	Allied Command Europe (Mobile Force)	ACEFORCE	
BTS		272	false	Mexico	Aerotaxis Albatros	AEROLINEAS ALBATROS	
FYS		273	false	United States	American Flyers	AMERICAN FLYERS	
DFA		274	false	United States	Aero Coach Aviation	AERO COACH	
CAA		275	false	United States	Atlantic Southeast Airlines	Chandler	
BVR		276	false	Germany	ACM Air Charter	BAVARIAN	
ALG		277	false	United States	Air Logistics	AIRLOG	
ALL		278	false	Mexico	Aerovallarta	VALLARTA	
ALM		279	false	Netherlands Antilles	Air ALM	ANTILLEAN	
ALN		280	false	United States	Air Lincoln	CHICAGO LINCOLN	
AWE	HP	281	true	United States	America West Airlines	CACTUS	
AWI	ZW	282	true	United States	Air Wisconsin	AIR WISCONSIN	
TNO		283	false	Mexico	Aerotransporte de Carga Union	AEROUNION	
TND		284	false	Mexico	Aero Taxis Cessna	TAXIS CESSNA	
TMP		285	false	United States	Arizona Express Airlines	TEMPE	
TAK	U9	286	true	Russia	Tatarstan Airlines	TATARSTAN	
ALO		287	true	United States	Allegheny Commuter Airlines	ALLEGHENY	
ALP		288	false	Switzerland	Alpliner AG	ALPINER	
ALQ		289	false	Canada	Altair Aviation (1986)	ALTAIR	
ALU		290	false	Sao Tome and Principe	Air Luxor STP	LUXORJET	
ALV		291	false	Venezuela	Alas de Venezuela	ALVEN	
ALW		292	false	ALNACIONAL	Alas Nacionales	 S.A.	
ALY		293	false	United States	Alyeska Air Service	ALYESKA	
ALZ		294	false	Canada	Alta Flights (Charters) Ltd.	 	
RSI		295	true	United States	Air Sunshine	AIR SUNSHINE	
AMA		296	false	Kazakhstan	ATMA	ADIK	
AMD		297	false	Colombia	Aerolineas Medellin	AEROLINEAS MEDELLIN	
AMF		298	false	United States	Ameriflight	AMFLIGHT	
	VD	299	true	France	Air Libert		
KLA	TT	300	false	Lithuania	Air Lithuania	KAUNAS	
AMG		301	false	Brazil	Air Minas Linhas A	AIR MINAS	
AMH		302	false	United Kingdom	Alan Mann Helicopters Ltd.	MANN	
AMI		303	false	Maldives	Air Maldives	AIR MALDIVES	
AMJ		304	false	Canada	Aviation Amos	AVIATION AMOS	
AMK		305	false	Austria	Amerer Air	AMER AIR	
AML	QM	306	true	Malawi	Air Malawi	MALAWI	
AMM		307	false	Moldova	Aeroputul International Marculesti	AEROM	
AMN		308	false	Montenegro	Air Montenegro	MONTENEGRO	
AMO		309	false	Canada	Air Montreal (Air Holdings Inc.)	AIR MONTREAL	
AMP		310	false	Peru	Aero Transporte S.A. (ATSA)	ATSA	
AMQ		311	false	United Kingdom	Aeromedicare Ltd.	LIFELINE	
	BM	312	true	Italy	Air Sicilia		
AMR		313	false	United States	Air Specialties Corporation	AIR AM	
AMS		314	false	Canada	Air Muskoka	AIR MUSKOKA	
AMT	TZ	315	true	United States	ATA Airlines	AMTRAN	
AMU	NX	316	true	Macao	Air Macau	AIR MACAO	
AMV		317	true	Egypt	AMC Airlines		
AMW	ZV	318	false	United States	Air Midwest	AIR MIDWEST	
SEY	HM	319	true	Seychelles	Air Seychelles	SEYCHELLES	
SFB		320	false	Bulgaria	Air Sofia	AIR SOFIA	
AMX	AM	321	true	Mexico	AeroMéxico	AEROMEXICO	
AMY		322	false	Dominican Republic	Air Ambar	AIR AMBAR	
AMZ		323	false	Nigeria	Amiya Airline	AMIYA AIR	
ANA	NH	324	true	Japan	All Nippon Airways	ALL NIPPON	ANA All Nippon Airways
ANB		325	false	United Kingdom	Air Navigation And Trading Co. Ltd.	AIR NAV	
ANC		326	false	United Kingdom	Anglo Cargo	ANGLO	
ANE	YW	327	true	Spain	Air Nostrum	AIR NOSTRUM	
ANG	PX	328	true	Papua New Guinea	Air Niugini	NUIGINI	
ABY	G9	329	true	United Arab Emirates	Air Arabia	ARABIA	
ACA	AC	330	true	Canada	Air Canada	AIR CANADA	
BRP		331	false	Russia	Airport Bratsk	AEROBRA	
BSB		332	false	Moldova	Air Wings	ARBAS	
BTI	BT	333	true	Latvia	Air Baltic	AIRBALTIC	
ANH		334	false	Libya	Alajnihah for Air Transport	ALAJNIHAH	
ANI		335	false	Nigeria	Air Atlantic (Nig) Limited	NIGALANTIC	
ANK	EL	336	true	Japan	Air Nippon	ANK AIR	
ANM		337	false	ANTARES	Antares Airtransport	 Maintenance & Service GmbH	
ANO	TL	338	true	Australia	Airnorth	TOPEND	
ANQ		339	false	Colombia	Aerol	ANTIOQUIA	
ANS		340	false	Argentina	Andes Lineas Aereas	AEROANDES	
ANT	4N	341	true	Canada	Air North Charter - Canada	AIR NORTH	
ANV		342	false	United States	Air Nevada	AIR NEVADA	
AOM	IW	343	false	France	AOM French Airlines	French Lines	
ANW		344	false	AVINOR	Aviacion Del Noroeste	 S.A. de C.V.	
ANZ	NZ	345	true	New Zealand	Air New Zealand	NEW ZEALAND	
SAP		346	false	Kazakhstan	Avia Jaynar	TOBOL	
EMS		347	false	Mexico	Aero Servicios Empresariales	SERVIEMPRESARIAL	
AOA		348	false	ALCON	Alcon Servicios Aereos	 S.A. de C.V.	
AOC	J6	349	false	Russia	AVCOM	AERO AVCOM	
AOD		350	false	Czech Republic	Aero Vodochody	AERO CZECH	
AOE		351	false	Italy	Air One Executive	 	
AOF		352	false	South Africa	Atair Pty Ltd.	ATAIR	
AOG	2D	353	false	Argentina	Aero VIP	AVIP	
MUN		354	false	Mexico	Aeromundo Ejecutivo	AEROMUNDO	
MUR		355	false	Mexico	Aerolinea Muri	MURI	
AOI		356	false	ASTORIA	Astoria	 Inc.	
NRO		357	false	Russia	Aero Rent JSC	AEROMASTER	
NRP		358	false	Moldova	Aeronord-Grup	AERONORD	
AOK		359	false	Colombia	Aeroatlantico Colombia		
AOL		360	false	Cambodia	Angkor Airlines	ANGKOR AIR	
AON		361	false	France	Aero Entreprise	AERO ENTERPRISE	
AOO		362	false	COMPANY AS	As	 Opened Joint Stock Company	
AOP		363	false	Portugal	Aeropiloto	AEROPILOTO	
VIV		364	false	Mexico	Aeroenlaces Nacionales	AEROENLACES	
VIZ		365	false	Ukraine	Aerovis Airlines	AEROVIZ	
VJE		366	false	United Arab Emirates	Avjet International (FZE)		
VGF		367	false	United Arab Emirates	Aerovista Gulf Express	VISTA GULF	
VGA	6V	368	false	United States	Air Vegas	AIR VEGAS	
VER		369	false	Mexico	Almaver	ALMAVER	
AOR		370	false	Nigeria	Afro International Ent. Limited	INTER-AFRO	
SMX	XM	371	true	Italy	Alitalia Express	ALIEXPRESS	
AOT	OE	372	false	Philippines	Asia Overnight Express	ASIA OVERNIGHT	
AOU		373	false	Croatia	Air Tractor	AIR TRACTOR	
AOV		374	false	France	Aero Vision	AEROVISION	
AOX		375	false	Colombia	Aerotaxi Del Valle	AEROVALLE	
APA		376	false	Canada	Air Park Aviation Ltd.	CAN-AM	
APC		377	false	AIRPAC	Airpac Airlines	 Inc.	
SVM		378	false	Mexico	Aeroservicios Monterrey	SERVIMONTE	
APF		379	false	Sweden	Amapola Flyg AB	AMAPOLA	
APG		380	false	Thailand	Air People International	AIR PEOPLE	
APH		381	false	AIRFLIGHT	Alpha Aviation	 Inc.	
API		382	false	ASA PESADA	ASA Pesada	 Lda.	
APJ		383	false	AIR PRINT	Air Print	 S.A.	
BJK		384	false	United States	Atlantic Airlines	BLACKJACK	
PET		385	false	Colombia	Aerotransporte Petrolero	AEROPETRO	
ARF	GV	386	true	Germany	Aero Flight	Aero Fox	
BJT		387	false	United States	ACM Aviation	BAY JET	
BKL		388	false	Russia	Aircompany Barcol	BARCOL	
BLA		389	false	United Kingdom	All Charter Limited	ALL CHARTER	
APL		390	false	APPALACHIAN	Appalachian Flying Service	 Inc.	
APM		391	false	ALASKA PACIFIC	Airpac	 Inc.	
APO		392	false	Canada	Aeropro	AEROPRO	
APP		393	false	AEROPERLAS	Aerolineas Pacifico Atlantico	 S.A. (Apair)	
APQ		394	false	United States	Aspen Aviation	ASPEN BASE	
APU		395	false	AEROPUMA	Aeropuma	 S.A.	
APV		396	false	Democratic Republic of the Congo	Air Plan International	AIR PLAN	
APW	JW	397	true	United States	Arrow Air	BIG A	
APX		398	false	United States	Apex Air Cargo	PARCEL EXPRESS	
APY		399	false	Dominican Republic	APA Internacional	APA INTERNACIONAL	
AQA		400	false	ATCO	Aeroatlas	 S.A.	
AQL		401	false	Canada	Aquila Air Ltd.	AQUILA	
AQN		402	false	Australia	Air Queensland	BUSHAIR	
AQO		403	false	United States	Aluminum Company Of America	ALCOA SHUTTLE	
AQT		404	false	AVIOQUINTANA	Aviones de Renta de Quintana Roo	 S.A. de C.V.	
AQU		405	false	South Africa	AirQuarius Aviation	QUARIUS	
AQZ		406	false	United States	Aerodyne Charter Company	QUANZA	
ARA		407	false	Nigeria	Arik Air	ARIK AIR	
ARB		408	false	Aruba	Avia Air N.V.	AVIAIR	
ARC		409	false	United States	Air Routing International Corp.	 	
ARD	2B	410	true	Portugal	Aerocondor	AEROCONDOR	
ARE	4C	411	true	 S.A.	Aires	 Aerovias de Integracion Regional	
ARG	AR	412	true	Argentina	Aerolineas Argentinas	ARGENTINA	
ARH		413	false	United States	Arrowhead Airways	ARROWHEAD	
ARI		414	false	Mexico	Aero Vics	AEROVICS	
ARJ		415	false		Aerojet de Costa Rica	 S.A.	
SUN		416	false	Dominican Republic	Antillana De Navegacion Aerea		
SUO		417	false	Mexico	Aeroservicios De San Luis	SERVICIO SANLUIS	
SUP		418	false	Mexico	Aerosuper	AEROSUPER	
ARK		419	false	Spain	Aero Link Air Services S.L.	LINK SERVICE	
ARL		420	false	France	Airlec - Air Aquitaine Transport	AIRLEC	
ARM		421	false	Spain	Aeromarket Express	AMEX	
ARO		422	false	Canada	Arrow Aviation Ltd.	ARROW	
ARP		423	false	Russia	RPA-Aviataxi Ltd.		
KLD		424	false	Lithuania	Air Klaipeda	AIR KLAIPEDA	
ARQ		425	false	ARMSTRONG	Armstrong Air	 Inc.	
ARR	QN	426	false	Armenia	Air Armenia	AIR ARMENIA	
ARS		427	false	Chile	Aeromet Servicios	METSERVICE	
ART		428	false	Colombia	Aerotal Aerolineas Territoriales de Colombia Ltda	AEROTAL	
ARV		429	false	United Kingdom	Aravco Ltd.	ARAVCO	
ARW		430	false	France	Aria	ARIABIRD	
ARX		431	false	AIREX	Air Xpress	 Inc.	
OST		432	false	Russia	Airline Alania	ALANIA	
HTT		433	false	Chad	Air Tchad	HOTEL TANGO	
HUC		434	false	Mexico	Aerloineas de Techuacan	LINEAS TEHUACAN	
HUT		435	false	Mexico	Aerotransportes Huitzilin	AEROHUITZILIN	
HUY		436	false	Mexico	Aero Transportes Del Humaya	AERO HUMAYA	
ARY		437	false	United States	Argosy Airways	GOSEY	
ARZ		438	false	United States	Air Resorts	AIR RESORTS	
ASA	AS	439	true	ALASKA	Alaska Airlines	 Inc.	
ASB		440	false	Canada	Air-Spray 1967 Ltd.	AIR SPRAY	
ASC		441	false	Canada	Air Star Corporation	AIR STAR	
ASD	4D	442	true	Egypt	Air Sinai	AIR SINAI	
