5743,"Kili Airport","Kili Island","Marshall Islands","KIO","Q51",5.64452,169.12,5,12,"U"
5814,"Utirik Airport","Utirik Island","Marshall Islands","UTK","03N",11.222,169.852,4,12,"U"
5823,"Mejit Atoll Airport","Mejit Atoll","Marshall Islands","MJB","Q30",10.2833,170.883,5,12,"U"
5825,"Namorik Atoll Airport","Namorik Atoll","Marshall Islands","NDK","3N0",5.63167,168.125,15,12,"U"
5827,"Jaluit Airport","Jabor Jaluit Atoll","Marshall Islands","UIT","N55",5.90924,169.637,4,12,"U"
5829,"Wotje Atoll Airport","Wotje Atoll","Marshall Islands","WTE","N36",9.46667,170.233,4,12,"U"
6126,"Aleknagik Airport","Aleknagik","United States","WKK","5A8",59.2826,-158.618,66,-9,"A"
6127,"Brookings Regional Airport","Brookings","United States","BKX","BKX",44.3048,-96.8169,1648,-6,"A"
6128,"Mercer County Airport","Bluefield","United States","BLF","BLF",37.2958,-81.2077,2857,-5,"A"
6129,"Kearney Municipal Airport","Kearney","United States","EAR","EAR",40.727,-99.0068,2131,-6,"A"
6130,"Mid Delta Regional Airport","Greenville","United States","GLH","GLH",33.4829,-90.9856,131,-6,"A"
6131,"Laughlin-Bullhead Intl","Bullhead","United States","IFP","IFP",35.1574,-114.56,695,-7,"A"
6132,"Kingman Airport","Kingman","United States","IGM","IGM",35.2595,-113.938,3449,-7,"A"
6133,"Tri Cities Airport","Pasco","United States","PSC","PSC",46.2647,-119.119,410,-8,"A"
6135,"Grant County Airport","Silver City","United States","SVC","SVC",32.6365,-108.156,5446,-7,"A"
6136,"Lopez Island Airport","Lopez","United States","LPS","S31",48.4839,-122.938,209,-8,"A"

4088,"McClellan-Palomar Airport","Carlsbad","United States","CLD","KCRQ",33.0742,-117.1648,328,-8,"A"
4280,"Sedona","Sedona","United States","SDX","KSEZ",34.848628,-111.788472,4830,-7,"A"
4318,"University Park Airport","State College Pennsylvania","United States","SCE","KUNV",40.849278,-77.848694,1239,-5,"A"
6505,"Phoenix-Mesa Gateway","Mesa","United States","AZA","KIWA",33.307833,-111.655,1382,-7,"N"
6962,"Branson LLC","Branson","United States","BKG","KBBG",36.531994,-93.200556,1302,-6,"A"
6989,"St. Augustine Airport","St. Augustine Airport","United States","UST","KSGJ",29.959167,-81.339722,10,-5,"A"
7016,"Ely Municipal","Ely","United States","LYU","KELO",47.824444,-91.830833,1456,-6,"A"
7058,"Northern Aroostook Regional Airport","Frenchville","United States","WFK","KFVE",47.285556,-68.312778,988,-5,"A"
7082,"Friday Harbor Airport","Friday Harbor","United States","FRD","KFHR",48.521944,-123.024444,113,-8,"A"
7083,"Orcas Island Airport","Eastsound","United States","ESD","KORS",48.708056,-122.910556,31,-8,"A"
7494,"Rock Hill York Co Bryant Airport","Rock Hill","United States","RKH","KUZA",34.9878,-81.0572,667,-5,"A"
7496,"Cecil Field","Jacksonville","United States","NZC","KVQQ",30.2187,-81.8767,81,-5,"A"
7649,"Scottsdale Airport","Scottsdale","United States","ZSY","KSDL",33.6228889,-111.9105278,1519,-7,"A"
7827,"Tunica Municipal Airport","Tunica","United States","UTM","KUTA",34.681,-90.3467,194,-6,"A"
7869,"New Century AirCenter Airport","Olathe","United States","JCI","KIXD",38.8309167,-94.8903056,1087,-6,"A"
7986,"Rawlins Municipal Airport-Harvey Field","Rawlins","United States","RWL","KFWL",41.8055975,-107.19994,6813,-7,"A"
7999,"Henderson Executive Airport","Henderson","United States","HSH","KHND",35.972778,-115.134444,1881,-8,"A"

7979,"Marana Regional","Tucson","United States","AVQ","KAVQ",32.409556,-111.218388,2031,-7,"U"
6849,"Grand Marais Cook County Airport","Grand Marais","United States","CKC","KCKC",47.8383333,-90.3829444,1799,-6,"U"
6134,"Akutan Seaplane Base","Akutan","United States","KQA","",54.1325,-165.785,0,-9,"A"
6751,"Tocache Airport","Tocache","Perú","","SPCH",-8.183,-76.517,1500,-5,"U"

7784,"Kaufbeuren BF","Kaufbeuren","Germany",\N,\N,47.885,10.6294,1200,2,"E"
7802,"Koln HBF","Koln","Germany",\N,\N,50.954,7.183,1000,2,"E"
7803,"Mannheim HBF","Mannheim","Germany","",\N,49.471,8.469858,1000,2,"E"
7792,"Kempten HBF","Kempten","Germany",\N,\N,47.724,10.311,1200,2,"E"

7785,"Munich HBF","Munich","Germany","","",48.1408,11.555,1200,2,"E"
7786,"Nurnberg HBF","Nurnberg","Germany","","",49.446,11.081944,1200,2,"E"
7787,"Ebenhofen BF","Ebenhofen","Germany","","",47.824,10.623,1200,2,"E"
7788,"Augsburg HBF","Augsburg","Germany","","",48.3655,10.886,1200,2,"E"
7789,"Biessenhofen BF","Biessenhofen","Germany","","",47.851,10.634,1200,2,"E"
7790,"Buchloe BF","Buchloe","Germany","","",48.0411,10.715,1200,2,"E"
7791,"Fussen BF","Fussen","Germany","","",47.585,10.6866,1200,2,"E"
7798,"Marktoberdorf BF","Marktoberdorf","Germany","","",47.78,10.627,1200,2,"E"
7800,"Essen HBF","Essen","Germany","","",51.451389,7.0138,1000,2,"E"
7801,"Bochum HBF","Bochum","Germany","","",51.478506,7.2222,1000,3,"E"
7808,"Leuterschach BF","Leuterschach","Germany","","",47.75,10.601,1200,2,"E"
7831,"Lindau HBF","Lindau","Germany","","",47.5489,9.688,1000,2,"E"
7919,"Regensburg HBF","Regensburg","Germany","","",49.022,12.1111,1200,2,"E"
7920,"Treuchtlingen BF","Treuchtlingen","Germany","","",49.04,11.081944,1200,2,"E"
7934,"Wurzburg HBF","Wurzburg","Germany","","",49.7999,9.95555,1000,2,"E"
7996,"Bamberg BF","Bamberg","Germany","","",49.911,10.9,800,1,"E"
7997,"Ingolstadt BF","Ingolstadt","Germany","","",48.7777,11.422,888,1,"E"

5500,"Vancouver Harbour Water Airport","","Canada","YHC","CYHC",49.2944,-123.111,0,-8,"A"
4107,"Vancouver Coal Harbour","Vancouver","Canada","CXH","CAQ3",49.289722,-123.115833,0,-8,"A"
8116,"Burg Airport","Burg","Germany","","EDBG",52.2417,11.8561,174,1,"E"

5471,"Poplar Hill Airport","Poplar Hill","Canada","YHP","CPV7",52.1133,-94.2556,1095,-6,"A"
5463,"Whatì Airport","Whatì","Canada","YLE","CEM3",63.1317,-117.246,882,-7,"A"
1742,"Pristina","Pristina","Serbia","PRN","LYPR",42.572778,21.035833,1789,1,"E"
5440,"Paamiut Heliport","Paamiut","Greenland","JFR","BGFH",61.9922,-49.6625,0,-3,"E"
3997,"Aasiaat","Aasiaat","Greenland","JEG","BGEM",68.7,-52.75,2,-3,"E"
892,"Ascension Aux Af","Wide Awake","Saint Helena","","FHAW",-7.969597,-14.393664,278,0,"N"
4118,"Kurumoch","Samara","Russia","KUF",\N,53.5,50.15,0,4,"N"
