PABU		8AK7	Bullen Point Air Force Station	Kaktovik
	KKK	1KC	Kalakaket Creek Air Station	Kalakaket Creek
PALN	LNI	AK71	Lonely Air Station	Lonely
PAPC	KPC	KPC	Port Clarence Coast Guard Station	Port Clarence	                      140
PASY	SYA	SYA	Eareckson Air Station	Shemya
PASV	SVW	SVW	Sparrevohn LRRS Airport	Sparrevohn	                        8
PATL	TLJ	TLJ	Tatalina LRRS Airport	Tatalina	                       88
PATC	TNC	TNC	Tin City LRRS Airport	Tin City	                      190
PAWT		AK03	Wainwright Air Station	Wainwright

	AOS	AK81	Amook Bay Seaplane Base	Amook Bay	                       19
PANT	ANN	ANN	Annette Island Airport	Annette Island
		AK02	Bear Creek 1 Airport (also see Bear Creek 3 Airport)	Bear Creek
	KBE	KBE	Bell Island Hot Springs Seaplane Base	Bell Island	                        4
PABG	BVU	BLG	Beluga Airport	Beluga	                     2144
	CDL	AK75	Candle 2 Airport	Candle	                        4
	CDE	CDE	Cape Decision Lighthouse Heliport (was Coast Guard Heliport)	Cape Decision
	CEX	AK13	Chena Hot Springs Airport	Chena Hot Springs	                        8
	KCR	KCR	Colorado Creek Airport	Colorado Creek
PALP	DQH	AK15	Alpine Airstrip	Deadhorse
PABP		AK78	Badami Airport	Deadhorse	                        7
		4AK1	Inigok Airport	Deadhorse	                       14
		76AK	Pogo Mine Airstrip	Delta Junction	                       96
	BSZ	AK96	Bartletts Airport	Egegik
	KKU	KKU	Ekuk Airport	Ekuk
	MTX	MTF	Metro Field	Fairbanks
	HWI	HWI	Hawk Inlet Seaplane Base	Hawk Inlet
	HED	AK33	Herendeen Bay Airport	Herendeen Bay
PAJO		2AK5	Johnstone Point Airport	Hinchinbrook
	HGZ	2AK6	Hog River Airport	Hogatza	                        9
		46AK	Bear Cove Farm Airport	Homer	                        9
		80AK	Morvro Lake Seaplane Base (formerly FAA: 4K2)	Houston
	ICY	19AK	Icy Bay Airport	Icy Bay
		AK60	Fort Jensen Airport	Jensens
		3AK5	Drift River Airport	Kenai	                      178
PAKU	UUK	UBW	Ugnu-Kuparuk Airport	Kuparuk	                       38
		AK45	Lost River 2 Airport (also see Lost River 1 Airport)	Lost River
		AK40	Nixon Fork Mine Airport	McGrath	                       60
		MOS	Moses Point Airport	Elim	                        4
PABN		IBN	Devils Mountain Lodge Airport	Nabesna
		AK07	Dog Fish Bay Airport	Nanwalek	                        1
		4AK8	Napaimute Pioneer Airfield	Napaimute	                       10
PAKO	IKO	IKO	Nikolski Air Station	Nikolski	                      160
	ZNC	ZNC	Nyac Airport	Nyac	                       20
PALJ	PTA	TPO	Port Alsworth Airport	Port Alsworth	                      139
		AK51	Wilder/Natwick Airport	Port Alsworth	                     1554
PADG	RDB	DGG	Red Dog Airport (formerly FAA: AED, ICAO: PARD)	Red Dog Mine	[nb 16]             10189
		9AK2	Kako Airport	Russian Mission	                        1
		8AK3	Roland Norton Memorial Airstrip (formerly FAA: 91A)	Selawik	                      103
PADT		DDT	Duffy's Tavern Airport	Slana
	TWE	AK49	Taylor Airport	Taylor
	KTH	AK56	Tikchik Lodge Seaplane Base	Tikchik
		8AK9	Tok 2 Airport	Tok	                      214
		5AK0	Trading Bay Production Airport	Trading Bay
	TYE	TYE	Tyonek Airport	Tyonek	[nb 17]              2770

ICAO	IATA	FAA	Airport	Name
	AIP		Ailinglaplap Airport	Ailinglaplap, Ailinglaplap Atoll
	JEJ		Jeh Airport	Jeh, Ailinglaplap Atoll
	WJA		Woja Airport	Woja, Ailinglaplap Atoll
	AIM		Ailuk Airport	Ailuk, Ailuk Atoll
	IMI	N20	Ine Airport	Ine, Arno Atoll
	TIC	N18	Tinak Airport	Tinak, Arno Atoll
	AUL		Aur Airport	Aur, Aur Atoll
	BII		Bikini Atoll Airport	Enyu, Bikini Atoll
	EBO		Ebon Airport	Ebon, Ebon Atoll
PKMA	ENT		Enewetak Auxiliary Airfield	Enewetak, Enewetak Atoll
	JAT		Jabot Airport	Jabot, Jabat Island
	UIT	N55	Jaluit Airport	Jabor, Jaluit Atoll
	KIO	Q51	Kili Airport	Kili, Kili Island
	EBN		Ebadon Airstrip	Ebadon, Kwajalein Atoll
	EAL		Elenak Airport	Elenak, Kwajalein Atoll
			Mejato Airstrip	Mejato, Kwajalein Atoll
	LML		Lae Airport	Lae, Lae Atoll
	LIK		Likiep Airport	Likiep, Likiep Atoll
	AIC		Airok Airport	Airok, Majuro Atoll
PKMJ	MAJ	MAJ	Marshall Islands International Airport (Amata Kabua Int’l)	Majuro, Majuro Atoll
	KBT		Kaben Airport	Kaben Island, Maloelap Atoll
	MAV	3N1	Maloelap Airport	Taroa Island, Maloelap Atoll
	MJB	Q30	Mejit Airport	Mejit, Mejit Island
	EJT		Enejit Airport	Enejit, Mili Atoll
	MIJ	1Q9	Mili Airport	Mili, Mili Atoll
	NDK	3N0	Namdrik Airport	Namdrik, Namdrik Atoll
	MJE		Majkin Airport	Majkin, Namu Atoll
	RNP		Rongelap Airport	Rongelap, Rongelap Atoll
	UJE		Ujae Airport	Ujae, Ujae Atoll
	UTK	03N	Utirik Airport	Utirik, Utirik Atoll
	WTO		Wotho Airport	Wotho, Wotho Atoll
	WTE	N36	Wotje Airport	Wotje, Wotje Atoll

PKWA	KWA	KWA	Bucholz Army Airfield	Kwajalein Atoll
			Meck Airstrip	Meck Island, Kwajalein Atoll
PKRO		ROI	Dyess Army Airfield	Roi-Namur, Kwajalein Atoll

PGUM	GUM	GUM	Antonio B. Won Pat International Airport	Agana / Tamuning	P-S               1314725
PGUA	UAM	UAM	Andersen Air Force Base	Yigo	                     1990

PGSN	SPN	GSN	Saipan International Airport (Francisco C. Ada)	Obyan, Saipan Island	P-S                441013
PGRO	ROP	GRO	Rota International Airport	Rota Island	P-N                 27776
PGWT	TIQ	TNI	Tinian International Airport (West Tinian)	Tinian Island	P-N                 24806
		TT01	Pagan Airstrip	Shomu-Shon, Pagan Island	GA

PTRO	ROR	ROR	Roman Tmetuchl International Airport	Babeldaob (Babelthuap), Airai
		ANG	Angaur Airstrip	Angaur, Angaur
		C23	Peleliu Airfield	Peleliu, Peleliu

PHTO	ITO	ITO	Hilo International Airport	Hilo	P-S                611782
PHNL	HNL	HNL	Honolulu International Airport / Hickam AFB	Honolulu	P-L               8740077
PHOG	OGG	OGG	Kahului Airport	Kahului	P-M               2587214
PHKO	KOA	KOA	Kona International Airport at Keahole	Kailua/Kona	P-S               1276343
PHMK	MKK	MKK	Molokai Airport (Molokaʻi Airport)	Kaunakakai	P-N                 88688
PHNY	LNY	LNY	Lanai Airport (Lānaʻi Airport)	Lanai City (Lānaʻi City)	P-N                 43922
PHLI	LIH	LIH	Lihue Airport (Līhuʻe Airport)	Lihue (Līhuʻe)	P-S               1175203
PHHN	HNM	HNM	Hana Airport	Hana	GA [nb 1]             132
PHLU	LUP	LUP	Kalaupapa Airport	Kalaupapa	GA [nb 2]            1217
PHMU	MUE	MUE	Waimea-Kohala Airport	Kamuela (Waimea)	GA [nb 3]              47
PHJH	JHM	JHM	Kapalua Airport (Kapalua West Mauʻi Airport)	Lahaina (Lāhainā)	GA [nb 4]           40060
PHJR		JRF	Kalaeloa Airport (John Rodgers Field)	Kapolei	R                      19
PHPA	PAK	PAK	Port Allen Airport	Hanapepe	GA
PHUP	UPP	UPP	Upolu Airport	Hawi	GA
PHDH	HDH	HDH	Dillingham Airfield	Mokuleia (Mokulēʻia)	GA
PHIK	HIK		Hickam Air Force Base (shares runways with Honolulu Int'l)	Honolulu
PHNP		NPS	NALF Ford Island	Honolulu
PHNG		NGF	MCAF Kaneohe Bay (Marine Corps Base Hawaii)	Kaneohe (Kāneʻohe)	                      253
PHBK	BKH	BKH	Pacific Missile Range Facility at Barking Sands	Kekaha / Kauai (Kauaʻi)
PHSF	BSF	BSF	Bradshaw Army Airfield	Pohakuloa Training Area
PHHF		HFS	French Frigate Shoals Airport	Tern Island	                       36
PHHI	HHI	HHI	Wheeler Army Airfield	Wahiawa
	HPV	HI01	Princeville Airport (former FAA identifier: HPV)	Hanalei

NSTU	PPG	PPG	Pago Pago International Airport	Pago Pago, Tutuila	P-N                 45206
NSFQ	FTI	FAQ	Fitiuta Airport	Fitiuta, Ta‘u	GA
	OFU	Z08	Ofu Airport	Ofu	GA
	TAV	HI36	Tau Airport	Ta‘u

TIST	STT	STT	Cyril E. King Airport	Charlotte Amalie, St. Thomas	P-S                593589
TISX	STX	STX	Henry E. Rohlsen Airport	Christiansted, St. Croix	P-N                169665
	SPB	VI22	Charlotte Amalie Harbor Seaplane Base (St. Thomas SPB)	Charlotte Amalie, St. Thomas	                    68552
	SSB	VI32	Christiansted Harbor Seaplane Base	Christiansted, St. Croix	                    68642

TJBQ	BQN	BQN	Rafael Hernández International Airport	Aguadilla	P-N                240270
TJPS	PSE	PSE	Mercedita International Airport	Ponce	P-N                110159
TJSJ	SJU	SJU	Luis Muñoz Marín International Airport	San Juan / Carolina	P-M               4635798
TJIG	SIG	SIG	Fernando Luis Ribas Dominicci Airport (Isla Grande Airport)	San Juan / Miramar	P-N [nb 1]          13837
TJVQ	VQS	VQS	Antonio Rivera Rodríguez Airport	Vieques	P-N                 21517
TJMZ	MAZ	MAZ	Eugenio María de Hostos Airport	Mayagüez	CS                   4636
TJAB	ARE	ABO	Antonio (Nery) Juarbe Pol Airport	Arecibo	GA
TJRV		RVR	José Aponte de la Torre Airport (opened Nov. 2008)	Ceiba	GA [nb 2]
TJCP	CPX	CPX	Benjamín Rivera Noriega Airport	Culebra	GA
TJFA	FAJ	X95	Diego Jiménez Torres Airport	Fajardo	GA
	HUC	X63	Humacao Airport	Humacao	GA
		X64	Patillas Airport	Patillas
		PR10	Boquerón Airport	Boquerón, Cabo Rojo
		PR24	Cullingford Field	Boquerón, Cabo Rojo
			Mona Airport	Mona, Mayagüez
		PR34	San Juan Seaplane Base	San Juan
